Song Name,Blues,Classical,Country,Electronic,Hip-Hop,Jazz,Metal,Pop,Reggae,Rock
Otis In The Dark - Remastered _by_ Otis Spann,12.109801,2.4901235,1.8273103,1.4948251,-3.2335162,1.7359248,-5.9634643,-1.295998,1.941076,2.0005898
Palace Of The King _by_ Freddie King,10.438225,-1.9652444,3.179747,-2.6558914,-5.849923,-0.48650962,1.7352837,-2.6012533,1.0002314,5.0412593
Paris Blues _by_ T-Bone Walker,9.159043,-3.431173,1.8158104,0.7171666,-0.25903964,2.6835747,-1.0604649,-2.741197,-0.78847224,4.4560647
Prove It on Me Blues (Alternate Take) _by_ Ma Rainey,7.550537,1.7471757,-4.3988786,0.0077012973,3.662674,6.421226,-0.6577129,-4.7587843,-0.8125002,-0.6346585
Prove It on Me Blues _by_ Ma Rainey,7.262168,2.501004,-3.4325507,2.3728929,-0.38359588,4.5378733,2.6392007,-0.5372112,-4.088576,3.3188796
Rainy Day Blues - Remastered 1997 _by_ Sonny Boy Williamson I,8.720971,3.2190065,-3.1546934,3.1592157,3.6228445,5.748208,2.3853657,-3.1974838,-2.452283,-2.511266
Rollin' Stone _by_ Muddy Waters,14.81228,4.0298705,-2.9713416,-0.33950844,2.8918886,14.740679,-6.0879116,-9.924053,0.51501083,-3.40991
Runaway Blues _by_ Ma Rainey,6.3894763,1.1802769,-3.69517,1.0789882,1.7953056,6.0243673,-1.9739826,-3.353763,-0.045697547,0.42565626
Same Old Blues _by_ Freddie King,5.4873295,0.34803948,4.243288,-2.3440013,-2.3271506,6.921964,-4.939532,-2.4325733,0.35107762,1.9500245
San-Ho-Zay _by_ Freddie King,11.732658,2.088744,3.974502,-3.4269881,-8.961026,3.4499688,0.8580293,-9.224302,-2.4234712,8.07526
See See Rider Blues _by_ Ma Rainey,7.064415,2.3343499,-5.591776,2.4527469,2.5322227,5.596916,1.5651032,-0.252681,-0.64467335,-0.5753033
Shaveem Dry Blues _by_ Ma Rainey,7.936854,3.2446492,-0.92333627,1.4650421,-1.1898897,6.357842,-3.2150464,0.6131981,-2.6188865,-1.6518047
Sittin' And Cryin' The Blues _by_ Willie Dixon,10.252104,0.6368853,-2.1016445,-0.52185184,0.004110482,6.8123913,-5.4766,-2.8598368,-0.7225809,0.6724785
Sloppy Drunk Blues _by_ Sonny Boy Williamson I,8.827733,0.98780096,-0.3766558,-0.9339741,0.15220082,5.960281,-4.8598614,-3.5548518,-2.707625,1.0338179
Smokestack Lightnin' _by_ Howlin' Wolf,3.3342793,-1.0624347,-1.8356155,-0.17455229,2.195601,7.811481,-2.16332,-0.16263495,-0.024247834,0.34474808
Someday (Electric) _by_ Otis Spann,9.925597,0.99972713,-1.2007387,-2.5796733,2.7875612,4.54852,-2.8088317,-0.49443385,-2.6315033,2.03232
Spann's Stomp _by_ Otis Spann,10.59089,-1.8731614,2.3309295,2.7156723,-3.4397726,1.2456564,-7.9549603,-1.1264316,1.7128706,6.02441
Spoonful _by_ Howlin' Wolf,10.621275,0.8876475,0.30603853,-3.9284914,-2.678393,0.44215387,-0.836669,-7.4011655,-0.56198364,5.8097377
Spoonful _by_ Willie Dixon,18.02533,-3.3570602,2.8876023,3.14765,-1.6524422,2.3018594,-5.817417,0.09585379,3.3306277,3.7739346
Spoonful' _by_ Muddy Waters,10.484647,-1.845841,3.605362,-1.12661,-0.8012764,2.7316968,-4.936397,-2.9512231,0.8414487,2.3294027
Stack O' Lee Blues _by_ Ma Rainey,7.214988,2.516308,-1.4150245,1.7979388,1.7079632,5.597244,-2.251461,0.83830583,-2.7663548,-2.1833575
Stumble _by_ Freddie King,7.0843964,-1.8570172,2.2951565,-1.9278445,-2.9645844,1.4950811,2.9183335,-4.0524626,0.9058188,3.8228366
Sugar Mama Blues _by_ Sonny Boy Williamson I,9.69037,0.5872568,-2.264137,3.9648783,3.2387705,6.2000475,-0.48181129,-4.5787835,2.1816573,-1.5753479
Summertime _by_ Ella Fitzgerald,6.3130555,2.0093162,-3.0987902,-0.5915008,-1.283079,10.224206,-3.2095072,-0.6315192,-2.7554786,1.5204715
Sweet Home Chicago _by_ Robert Johnson,9.20658,0.31192383,-2.8460157,4.664478,2.7184281,6.267095,-1.6011243,-3.869051,2.4170775,-0.99338907
Sweet Rough Man _by_ Ma Rainey,7.6128364,1.938579,-3.045602,1.439079,2.7481222,5.246999,-0.9451098,-3.4193068,0.2346314,-1.4353906
Take A Little Walk With Me - Remastered _by_ Otis Spann,11.709261,-0.19016138,1.2451062,4.03727,-0.57059425,5.764926,-0.37663537,0.82304484,-3.025727,1.5227493
The Healer _by_ John Lee Hooker,8.216336,-2.1991556,-0.09457407,-1.0900383,-1.1593479,0.4813363,-1.3005308,0.3389082,0.62930876,3.9290283
The Motor City Is Burning _by_ John Lee Hooker,8.411187,-4.299091,1.3385633,-1.529876,-1.5723722,0.16912836,1.6357214,-1.1037018,0.23165815,3.7665536
The Red Rooster _by_ Willie Dixon,7.230506,-0.4877068,-0.90474254,1.4380093,-0.86025774,3.10434,-2.0687487,-0.3074045,0.6303543,0.6571196
They Can't Take That Away From Me _by_ Ella Fitzgerald,4.5203757,-0.26404062,-0.8959178,0.80205625,2.7551062,7.968137,-3.4879642,-1.3663075,0.27980185,0.5750244
They're Red Hot - SA.2627-1 _by_ Robert Johnson,8.768302,2.2036824,1.5586072,-3.0688007,-2.46208,4.8561907,-1.4710437,-4.9402876,-2.5496874,2.0417535
Think Twice Before You Go _by_ John Lee Hooker,6.6534443,-3.8513286,3.2347603,2.412418,-0.507019,1.66689,-3.542354,-2.0297065,6.706083,4.8194203
Traveling Riverside Blues _by_ Robert Johnson,12.801489,2.1229637,-2.197701,-0.1049742,1.8137697,12.313027,-3.8275843,-7.4790254,1.6058179,-0.8667843
Wang Dang Doodle _by_ Howlin' Wolf,13.171744,-2.0922425,0.65657496,-4.811246,-5.090808,0.2871856,5.113059,-7.9359274,-1.3449719,7.2389865
What A Wonderful World _by_ Louis Armstrong,7.241189,0.52571905,2.8685958,0.19718105,1.2614362,8.109991,-4.3142123,-4.803202,0.36066872,1.020462
"16 Waltzes, Op. 39 (Version for Piano Duet) No. 15 in A-Flat Major _by_ Johannes Brahms",7.179826,14.695301,-3.9473786,-5.2002254,-5.1878824,7.966622,0.338605,-8.976085,-3.2729619,4.1707397
"21 Hungarian Dances, WoO 1 (version for orchestra) Hungarian Dance No. 5 (orch. Schmeling) _by_ Johannes Brahms",4.3257647,9.91556,-0.7630417,1.4493427,-0.46128064,5.3939314,-1.8800304,-0.4061026,0.6867947,1.9048916
"Album for the Young, Op. 39 No. 3. Mamma (Maman) _by_ Pyotr Ilyich Tchaikovsky",8.6370325,17.8581,-2.1721969,-7.2325873,-8.305772,8.782362,-1.9013252,-10.79836,-3.711429,4.5146317
"Ave verum corpus, K.618 (Arr. for Piano by Franz Liszt) _by_ Wolfgang Amadeus Mozart",9.957591,11.842238,-2.1090431,-4.40811,-6.4583073,12.172963,-4.2981253,-9.052363,-3.147057,2.4213738
Lionheart _by_ Stephan Moccio,6.507855,20.20428,-11.826485,-7.4383025,-1.4636555,12.614342,6.8935175,-5.4731493,-4.7054434,4.881885
"Sechs Klavierstucke, Op. 118 II. Intermezzo in A Major _by_ Johannes Brahms",3.2924511,10.721081,-2.2340693,-5.0274963,-2.4553442,5.969299,-1.1409988,-4.3995147,-2.1540444,1.8138
"Swan Lake (Suite), Op. 20a, TH. 219 I. Scene - Swan Theme _by_ Pyotr Ilyich Tchaikovsky",4.624216,8.137917,3.062015,-5.415131,-5.1849365,3.4143052,-4.201967,-3.5670638,-0.35741746,0.2761355
"Tchaikovsky Swan Lake, Op. 20, Act II No. 10, Scene. Moderato _by_ Pyotr Ilyich Tchaikovsky",3.6412811,8.789698,3.393925,-5.697121,-5.5814815,2.9179416,-4.0179133,-3.8253162,-0.18602276,1.7184604
"Tchaikovsky The Nutcracker, Op. 71, Act II No. 13, Waltz of the Flowers _by_ Pyotr Ilyich Tchaikovsky",2.505134,7.7748427,1.2771703,-1.020416,-1.1898339,3.8166776,-2.5581431,2.0728214,-2.2285266,-0.93783253
"Wiegenlied, Op. 49, No. 4 (Arr. for Cello and Piano) [Brahms Lullaby] _by_ Johannes Brahms",6.592718,14.708891,-9.708039,-1.5342252,-1.1294093,10.768923,4.846954,-3.3034008,-3.988959,3.3439374
Wrecking Ball - Solo Piano Version _by_ Stephan Moccio,6.4446707,22.589645,-9.479374,-6.325312,0.03719121,10.57668,11.781855,-9.705748,-5.448728,1.9749241
1035 _by_ Tiesto,3.5137036,-7.9978933,12.809107,21.15164,9.778944,-6.7907305,3.0297923,10.756259,4.146105,-2.534733
All Nighter _by_ Tiesto,-0.35328883,-8.936119,6.2752557,18.648756,12.404165,-4.992416,5.418122,11.074672,3.1187196,2.0962455
All We Know _by_ The Chainsmokers,-1.8666086,-6.0759463,2.2953966,6.498224,6.758271,0.7480023,0.6026703,9.401404,1.3998779,2.1134772
Alone _by_ Alan Walker,0.1623221,-6.721686,5.998829,13.349095,6.7963595,-1.9440497,5.8784995,7.936686,-0.20681055,2.5643117
"Alone, Pt. II _by_ Alan Walker",2.8855371,-5.007418,3.6403117,12.105104,2.7463248,1.6253915,-2.100736,5.573934,2.8583534,0.8341004
Animals - Extended _by_ Martin Garrix,1.2736883,-5.001195,0.5092291,7.137826,1.935926,0.7849296,2.5623808,1.1464543,0.7102096,3.4855099
Animals - Radio Edit _by_ Martin Garrix,1.1763308,-7.3068085,2.3758874,11.298626,4.2020445,-1.2002934,4.959,3.1486225,0.5213128,5.0286865
Another Love - Tiesto Remix _by_ Tom Odell,0.38654262,-8.057365,10.152267,17.712301,10.333826,-3.47761,3.8140113,10.90772,2.4690506,-0.26699013
Baby again.. _by_ Fred again,2.8936796,-6.374764,0.81889856,12.127582,6.3231444,1.6209519,-2.9003062,4.8420515,4.933249,2.4962826
Baby Don't Hurt Me _by_ David Guett,0.32661277,-8.646875,4.444236,11.557471,7.1592813,-1.686205,4.64715,7.0242653,1.3065786,2.0510948
Bangarang (feat. Sirah) _by_ Skrillex,1.1381981,-8.258923,4.6270638,18.064672,10.632093,-3.7870681,7.9904556,8.552773,-0.044060655,2.248039
Be Kind (with Halsey) _by_ Marshmello,1.3369321,-3.3764346,2.8360837,9.656102,3.9843245,-0.8369557,1.1725017,4.962772,1.383637,0.4529962
Beautiful Now _by_ Zedd,0.03844648,-5.934343,7.561846,10.34359,5.582631,-2.5041852,4.646528,9.173483,-2.3118012,2.1240325
Call You Mine _by_ The Chainsmokers,-0.013695424,-5.406874,3.6745417,10.269427,5.237435,1.7285768,-0.7892092,6.204823,1.6527748,0.36016887
Clarity _by_ Zedd,0.0037243902,-5.638864,5.585842,11.158168,4.138317,-0.48794943,3.1922839,5.953444,0.2014331,3.1280954
Closer _by_ The Chainsmokers,0.12464755,-5.9886713,2.6133697,15.058392,6.8261847,-1.4727793,0.3656196,9.356305,2.613273,0.6001356
Come & Go (with Marshmello) _by_ Juice WRLD,2.0716572,-2.8191757,2.2142072,8.734116,2.7344232,-1.1586604,-0.1285183,2.3188536,2.2062995,2.880328
Crazy What Love Can Do _by_ David Guett,1.0200701,-5.450035,2.334321,11.619432,5.3475003,1.0014898,0.008567022,5.670776,2.251591,0.6669627
Darkside _by_ Alan Walker,-1.0745397,-7.5736423,6.6631413,11.450016,4.3658476,0.38443047,3.7610393,6.7781377,2.9720085,1.9233384
Don't Be Shy _by_ Tiesto,2.7373343,-8.244599,7.358364,18.027088,9.286272,-2.8991125,3.0282028,10.898185,-1.8948419,-1.0311874
Don't Let Me Down _by_ The Chainsmokers,0.29302436,-6.5843363,4.853649,11.626131,5.116948,-0.6041284,3.2961142,5.4309773,2.5390465,1.8281165
DON'T YOU WORRY _by_ Black Eyed Peas,2.5895,-6.12089,2.3037548,10.633964,3.7918115,0.9913021,-2.8571942,7.0359054,2.9373324,2.8953397
El Merengue _by_ Marshmello,0.70571524,-8.8489065,4.7738094,15.733159,9.458374,-0.024348322,0.89854175,8.382638,2.192798,2.849582
Faded _by_ Alan Walker,-0.27530247,-5.923514,7.264902,12.523856,3.0798442,-0.53388387,3.695202,7.015451,1.3815627,1.1855531
Feel So Close - Radio Edit _by_ Calvin Harris,-0.84755534,-7.7976985,10.357029,17.527412,8.693016,-4.804959,8.899286,12.692513,-1.4737136,1.6031929
FRIENDS _by_ Marshmello,0.0014942229,-7.9270406,9.090662,14.959128,6.9524603,-2.9592574,4.4987054,9.601951,0.39559323,2.9203255
Good Thing (with Kehlani) _by_ Zedd,1.5360448,-5.64451,6.355692,13.568953,6.15487,-0.34988743,4.335991,6.8618846,0.3065756,-0.20292918
Grown Man _by_ Marshmello,0.36933297,-7.389033,4.2629356,16.101042,9.874495,-0.76749283,1.1698687,7.893815,5.159577,-2.2146401
Happier _by_ Marshmello,2.3914104,-3.3777387,5.497709,10.597289,4.9262953,-0.25186104,1.1855867,3.9334679,-0.02368779,-0.30153924
Happy Now _by_ Zedd,2.0446122,-6.044005,3.2718856,10.329353,2.8965266,3.080091,1.5134571,4.8881955,0.778539,1.8298883
Headlights (feat. KIDDO) _by_ Alok,1.6234738,-6.632543,3.7218797,12.425004,4.3712716,0.14003342,2.1467502,6.542481,1.7963438,1.2289617
Here We Go Again _by_ Oliver Tree,-1.591835,-7.4053116,5.221903,10.527926,6.3412848,-1.5979353,7.0776706,7.3571544,0.30780703,2.4973757
Hero _by_ Martin Garrix,-0.6498675,-8.044386,8.007725,16.684208,5.8552227,-1.6458853,3.0718932,12.1212635,1.4131315,-0.15277807
High On Life (feat. Bonn) _by_ Martin Garrix,2.0648096,-4.3841653,3.031434,12.719406,3.16349,-0.2804119,3.6033168,3.4995484,-0.60450417,3.9635503
High _by_ The Chainsmokers,1.185147,-5.4949937,3.668808,11.771857,5.4120154,-1.1290478,1.3186944,5.6750793,1.2282277,1.5436944
Hot In It _by_ Tiesto,-0.57029146,-10.433947,3.748045,21.126219,11.1519985,-5.5339203,6.598914,15.29774,1.2535677,1.7272884
How Deep Is Your Love _by_ Calvin Harris,3.3240194,-6.9793863,4.5000067,13.888477,5.500686,-4.2941275,3.3896246,5.97942,0.71857005,4.2318764
HUMBLE. - SKRILLEX REMIX _by_ Skrillex,0.76239353,-10.7681675,7.3348637,23.914667,13.626017,-3.9544094,4.378949,12.750797,6.669068,1.3133045
I Want You To Know _by_ Zedd,0.9560881,-6.2113657,9.882561,16.584028,4.6886005,-1.9050623,7.042623,9.779828,-1.005836,1.971294
I'm Good (Blue) _by_ David Guett,0.45023066,-4.8207836,3.3970227,9.500604,5.453845,-0.119414814,1.9221854,5.450537,1.241694,0.33686334
I'm Not Here To Make Friends _by_ Sam Smith,1.4808547,-4.120233,-0.4256743,7.263066,2.095212,-0.6146434,1.9837188,4.9998984,0.94729596,2.9731908
In Da Getto _by_ J Balvin,4.4581833,-8.366821,5.051737,16.57548,10.310526,2.3827114,-3.747986,6.583315,5.129748,-1.5434116
In the Name of Love _by_ Martin Garrix,1.4776225,-4.4878263,0.8327577,9.451301,5.0672717,2.1005328,1.5905042,4.194318,1.1500977,-0.6151083
Issues - Alan Walker Remix _by_ Julia Michaels,3.1981478,-2.596981,4.3181486,15.277666,4.6569753,-3.073941,-0.6889218,3.800031,4.862306,2.923074
Jackie Chan _by_ Tiesto,1.4566557,-5.3411856,3.4888613,11.975941,6.461415,-2.0271897,2.4769073,7.7685165,0.12762444,2.5089767
Lay Low _by_ Tiesto,-1.5547762,-9.053105,9.366158,16.044262,9.8137665,-3.036899,4.4354,13.906249,3.183285,-1.4928056
Lean On _by_ Major Lazer,1.0893688,-7.5681486,5.2444515,18.863993,12.930205,-4.1737266,3.9670959,10.367551,4.4821744,-0.011967352
Leave Before You Love Me (with Jonas Brothers) _by_ Marshmello,2.2753983,-7.035029,8.889838,16.027294,8.970318,-2.479285,0.10601507,9.255872,2.3622768,-3.2258883
Leave Me Like This _by_ Skrillex,0.478535,-9.987584,7.1454577,21.169964,12.359144,-2.7486072,2.2610073,13.940667,2.7145445,-2.4384587
Let Me Love You _by_ DJ Snake,0.6502927,-4.785853,3.5189648,8.573085,2.809264,1.2950878,0.3878873,4.745253,1.7734492,2.1689196
Lily _by_ Alan Walker,3.5181904,-1.5566357,1.7984506,9.0718565,2.886969,2.7527912,-3.2073174,2.0106962,1.3338091,-1.3369128
Loco Contigo (feat. J. Balvin & Tyga) _by_ DJ Snake,1.0008823,-7.2907333,5.6102934,13.569561,7.8091526,2.5117846,-1.5482111,6.394913,4.131548,-0.32191294
Lost In Japan - Remix _by_ Shawn Mendes,0.8963521,-7.3884377,5.0115376,16.000937,10.178652,-2.1852922,2.318602,9.689315,2.6006696,-1.5377697
Love Tonight (David Guetta Remix Edit) _by_ Shouse,2.4817553,-5.974575,4.4240065,12.366741,3.3659256,-0.52290565,2.4139132,5.6033726,0.7334728,0.9233727
Make It Bun Dem _by_ Skrillex,0.22955614,-9.337427,8.26284,20.126505,13.189026,-5.2481093,7.6553874,13.560956,0.5845949,-0.38910216
Make You Say _by_ Zedd,-0.8437423,-3.802141,4.609896,5.6782484,3.5864167,0.45820194,0.923762,7.3958573,1.244277,2.8807669
Memories (feat. Kid Cudi) _by_ David Guett,-0.30682683,-5.3069897,3.9893801,6.7192626,2.920136,0.69797117,2.9377546,3.1806626,0.6655079,3.1675289
Middle _by_ DJ Snake,-0.6698858,-6.7462673,6.4612894,11.588134,7.5485296,-1.7041593,2.1447902,9.0318775,2.7619255,-1.3258859
Miracle (with Ellie Goulding) _by_ Calvin Harris,1.1153789,-6.633891,1.4883995,14.801201,3.407014,-0.5416171,1.8187966,7.41771,1.1739628,4.450996
My Way _by_ Calvin Harris,2.451687,-4.0014744,6.9540606,12.494374,5.1418867,0.70276624,0.98568594,5.0949235,1.4478354,-0.72886294
Numb _by_ Marshmello,2.7305284,-7.840797,5.2501945,14.683577,6.9348707,1.2902792,-0.15211685,6.014479,3.176992,0.794241
Ocean (feat. Khalid) _by_ Martin Garrix,2.183589,-0.7196299,1.6381396,8.098265,0.42702425,1.0694941,-0.5568641,1.6147584,1.1330202,1.3707855
On My Way _by_ Alan Walker,0.54331046,-4.313288,2.3438137,8.495174,3.486218,0.7956595,0.8121391,4.66825,2.2937267,0.7758278
One Kiss (with Dua Lipa) _by_ Calvin Harris,1.6460197,-8.83938,4.9177494,29.491983,9.580978,-5.8974075,3.9336355,12.337552,6.4550915,3.7578356
Outside (feat. Ellie Goulding) _by_ Calvin Harris,1.5452995,-4.7037134,6.357334,11.243968,3.1901875,-1.2422415,4.9120126,4.402558,-1.268197,3.8815784
Paris _by_ The Chainsmokers,-0.014089292,-6.741882,3.8948312,11.026633,5.999704,0.8022458,0.8384907,5.601199,1.4973425,1.890194
Pressure (feat. Tove Lo) _by_ Martin Garrix,1.4878538,-3.8192856,-5.9626822,25.145061,5.859992,2.562612,2.4008315,3.4184623,5.799367,5.1738667
PS5 (with TOMORROW X TOGETHER & Alan Walker) _by_ salem ilese,-1.0698714,-6.6806645,5.22476,12.269659,8.018315,-0.82117337,2.0153146,8.09998,4.5812116,-0.9412741
Pump It Louder _by_ Tiesto,0.8416887,-9.885462,8.874054,19.41013,8.514756,-3.0992508,5.623582,13.342839,-1.951309,0.98867494
RATATA _by_ Skrillex,-1.0699284,-9.332166,5.5128922,12.782919,12.271224,-1.508077,0.36754137,13.306299,3.8782012,-0.69412416
Remember (with David Guetta) _by_ Becky Hill,1.2605972,-6.7290187,7.42589,14.831349,6.1820054,-0.5090621,5.4682503,8.066194,-0.14890154,2.3637712
Roses _by_ The Chainsmokers,0.5458608,-5.6646476,0.8289789,11.156218,5.222914,-0.12352551,-0.6268032,4.9523325,4.386107,1.6657788
Rumble _by_ Skrillex,7.9872966,-6.7457423,3.0645776,20.431396,11.405867,-0.33170885,-3.282972,3.2143826,5.6273494,-1.8520666
Run It (feat. Rick Ross & Rich Brian) _by_ DJ Snake,-0.9088271,-6.5601726,-0.77011794,4.1516967,5.321167,-0.18123406,2.8252602,3.2859154,2.6588252,4.440223
Scared to Be Lonely _by_ Martin Garrix,1.9894323,-3.6264405,2.1627676,8.474227,2.9712682,2.1718233,0.4335345,3.625678,0.5749634,1.696075
Sexy Bitch (feat. Akon) _by_ David Guett,0.80642694,-4.1576743,0.878845,7.3981333,2.407741,0.82178545,0.98183304,2.3319864,1.50807,2.8599904
"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK) _by_ DJ Snake",3.0157335,-9.054562,9.32127,18.967455,8.118754,-0.35523587,-1.2834806,7.6098332,8.47582,0.78077275
Silence _by_ Marshmello,1.3555341,-7.0029473,7.3787155,16.945608,7.659636,-1.0933272,0.55793434,8.49326,4.2943454,-1.969206
Something Just Like This _by_ The Chainsmokers,1.7845452,-5.1548924,1.3094478,10.819785,4.9119406,1.2923344,2.3548892,4.9342437,-1.1726128,1.0577832
Stay The Night - Featuring Hayley Williams Of Paramore _by_ Zedd,-0.73554415,-6.27487,8.375906,15.129347,5.0805945,-2.7151103,5.693659,9.82182,0.79738694,0.9655631
Stay _by_ Zedd,-0.4976104,-8.528119,7.048012,11.761511,11.079743,1.2816523,-1.0284265,10.298943,3.9837434,-2.9088
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) _by_ Martin Garrix,-0.023491329,-6.108986,3.675921,10.068989,5.593501,0.515349,1.5375835,5.1323915,2.3499439,3.2743113
Summer _by_ Calvin Harris,0.5507869,-6.1731305,3.8302212,13.133654,1.7828643,-2.3020713,5.8591256,5.7807107,1.1720989,5.457089
Supersonic (my existence) _by_ Skrillex,-0.0171575,-10.209112,9.361971,24.737421,14.721002,-7.199189,8.218436,18.385647,2.2483108,-4.470685
Sweet Dreams _by_ Alan Walker,0.7722104,-7.4494176,6.8049846,13.938027,6.4748564,-1.2900332,0.42395216,7.6165595,3.1671348,1.9127533
Takeaway _by_ The Chainsmokers,2.2451193,-1.7985691,-0.70709276,8.204912,2.7699897,1.084611,-0.76762015,1.490662,1.4258759,0.4464962
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B) _by_ DJ Snake",-0.2820682,-10.841511,5.281289,20.015715,11.377155,-3.1811209,-1.9428359,14.239708,8.978504,-0.8350989
The Business _by_ Tiesto,3.1181436,-5.6603045,6.275521,16.676954,11.210232,-0.6281011,-1.997339,5.9926333,4.3657045,-2.3655486
The Middle _by_ Zedd,-0.8734394,-5.782276,5.7458286,12.572594,8.126287,-1.9814543,0.34856808,12.873424,4.0977798,1.1517926
The Motto _by_ Tiesto,1.7307167,-6.844865,3.8142645,16.383478,7.586704,-2.0234427,2.4838495,7.63438,2.1322432,0.6553224
There for You _by_ Martin Garrix,2.0608296,-4.530142,3.6940808,10.426045,4.618677,1.0228318,0.37765238,2.161073,3.1432889,1.0519724
This Feeling _by_ The Chainsmokers,0.62706494,-4.6267467,0.8513326,8.698589,3.9792213,3.3517623,-0.6565352,3.2955968,2.916147,-0.68965155
This Is What You Came For _by_ Calvin Harris,-1.0632102,-10.179583,9.2981615,16.473434,11.667345,-4.8921323,4.277761,17.110435,0.7951774,-1.1452533
Titanium (feat. Sia) _by_ David Guett,3.431742,-2.8560574,3.6989508,5.157194,-1.4019471,-2.2881227,6.5479774,-0.17434604,-0.6588339,6.8244624
Turn Down for What _by_ DJ Snake,0.9160133,-8.045784,9.178607,17.053099,9.3181,-3.5182128,1.8832651,11.89927,2.108953,-1.2678987
U Are My High _by_ DJ Snake,-0.33105916,-5.4105186,1.7799156,10.406562,6.4893475,0.57180333,-1.7460611,5.1091576,5.2219796,0.74206597
We Found Love _by_ Rihann,0.6382558,-6.3678584,3.15701,12.056252,1.8683302,1.8441448,0.3071515,6.352632,3.3192575,2.640075
Where Are U Now (with Justin Bieber) _by_ Jack U,0.639628,-8.282128,8.022726,18.553482,10.277542,-3.8984137,5.5777955,11.134477,2.8545234,-1.628616
Wolves _by_ Selena Gomez,0.83337194,-7.695766,7.196478,15.360693,7.2345095,-1.67977,4.0803523,6.566589,2.412551,2.9703395
You Know You Like It _by_ DJ Snake,0.79819065,-9.087161,7.9977818,15.969796,9.010374,0.16153616,1.8472769,11.153457,-0.9541176,-0.11578887
Adonis Interlude (The Montage) (with J. Cole) _by_ Dreamville,0.84226984,-4.6050243,2.5701222,6.096945,9.260182,-0.5891554,-0.6110409,3.5031626,2.271317,1.776853
Anthem (with Big Sean & EST Gee) - Soundtrack Version _by_ Dreamville,0.22185773,-5.8217607,2.7443976,5.1966357,10.434353,2.2794857,-0.611772,3.7821093,2.7109468,0.33649808
Bad Decisions (with BTS & Snoop Dogg) _by_ benny blanco,0.86131054,-8.487785,11.044949,15.483893,10.501625,-2.310992,4.239501,9.984474,-0.85326713,1.7073954
Beautiful _by_ Snoop Dogg,1.6844025,-4.8042574,3.3880877,1.1334269,13.721481,8.334866,-8.762007,7.778711,2.5795937,-1.694363
Beware _by_ Big Sean,-0.5474202,-6.035474,6.5260324,9.677788,14.608094,-2.181483,2.1573255,8.537217,3.6365144,-3.160992
Bounce Back _by_ Big Sean,-1.2444412,-8.90609,10.535708,8.956155,18.592323,-1.0100836,1.4217718,12.349247,2.8339167,-3.7806623
Break Ya Neck _by_ Busta Rhymes,-0.02233619,-6.5311537,4.1045423,5.0947504,15.598111,-0.05335659,0.3461328,8.153129,1.5644678,-2.019227
BUTTERFLY EFFECT _by_ Travis Scott,-0.09934921,-7.1322055,7.965754,9.028137,17.932945,-0.7780442,0.48950297,10.909801,0.41388613,-2.6049652
Chanel _by_ Frank Ocean,1.2221966,-2.7150488,2.4025807,0.6526743,9.212012,3.1406467,-6.0990644,3.5708065,-0.06999082,0.1171468
DEVASTATED _by_ Joey Bada$$,-1.7817996,-5.1336503,5.396573,5.334383,12.857899,0.94386905,-1.8948025,6.425814,8.152698,-2.084914
Diet Coke _by_ Pusha T,1.2002795,-4.3627195,2.357729,2.8145678,9.398558,1.8034219,-0.648367,1.2647799,1.7456551,1.699018
Don't Cha - Radio Edit _by_ The Pussycat Dolls,-0.560368,-10.257545,15.231169,9.372752,21.629353,-0.92532355,1.0900469,13.42582,2.1083286,-2.6841161
Don't Cha _by_ The Pussycat Dolls,0.25438458,-9.93328,6.661804,14.229853,13.606891,-0.17013544,1.4096823,10.961013,1.6983168,1.5534154
Don't Like.1 _by_ Kanye West,-1.1570174,-4.8279753,3.7525587,5.1004586,10.6943035,-1.0028654,2.485532,5.44281,1.343801,0.91058093
Dreamin Of The Past (feat. Kanye West) _by_ Pusha T,2.0369358,-2.20668,3.6413696,-0.22010273,9.099337,1.8291075,-1.019699,0.44404998,-0.90957767,-0.008036306
Drop It Like It's Hot _by_ Snoop Dogg,0.003060156,-7.4088674,2.7770522,5.425879,13.388218,5.728501,-4.1403403,6.824844,4.792641,-2.8249702
Easy Lover (feat. Big Sean) _by_ Ellie Goulding,-0.27073497,-8.443463,13.072378,16.493458,8.56859,-3.9699066,5.213937,13.501351,-1.5899413,0.20412023
"ETA (with Snoop Dogg, Busta Rhymes & Anderson .Paak) _by_ Dr. Dre",-0.056220002,-6.4545293,4.1901064,7.6253924,12.059397,0.89571255,1.7405902,6.823668,1.3860518,-1.2195088
Fair Trade (with Travis Scott) _by_ Drake,-1.8043745,-6.4140363,4.3031006,8.968203,14.029139,-1.1168412,1.0087872,9.679046,4.2961316,-2.337908
Fallin' _by_ Joey Bada$$,1.4909073,-4.242733,1.9062369,0.83308613,8.486888,3.0172472,-3.4821095,2.9037714,-1.2424946,2.259424
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean) _by_ Calvin Harris",1.2953036,-8.126731,7.3212347,9.410704,17.013607,-1.1744752,0.5908502,8.166556,1.5622357,-0.3547718
