Song Name,Blues,Classical,Country,Electronic,Hip-Hop,Jazz,Metal,Pop,Reggae,Rock
From The D 2 The LBC (with Snoop Dogg) _by_ Eminem,-0.7991292,-6.7030554,3.1543226,5.901963,12.09078,1.1275878,-0.13576688,4.612613,5.8436847,1.5540055
Gimme Some More _by_ Busta Rhymes,-0.7799116,-7.154882,0.1939812,4.288465,11.472486,3.8489306,-1.3506638,5.40076,2.806711,0.94342595
Gin and Juice _by_ Snoop Dogg,0.10276859,-8.221138,4.3044224,3.2313957,9.5532055,2.319808,0.92812675,2.3353474,2.3498216,2.067747
God's Plan _by_ Drake,-2.3629503,-7.817044,12.287662,7.861213,22.730663,-0.61099845,2.1450014,13.648115,12.759579,-1.561134
Good Goodbye (feat. Pusha T and Stormzy) _by_ Linkin Park,0.54930514,-6.4079437,5.250285,4.933823,12.670683,-1.0069978,1.7861085,5.3515925,1.0793611,1.4593455
Goosebumps - Remix _by_ Travis Scott,2.0947967,-1.3565856,1.9267311,1.4585938,9.4791155,2.313843,-1.7668176,1.2164427,0.40496975,0.9758162
goosebumps _by_ Travis Scott,-0.4430663,-6.7072334,9.355608,8.008494,18.010086,-2.5805354,2.4622426,10.732419,0.73073465,-0.76673955
Head High _by_ Joey Bada$$,-0.73553354,-7.540213,2.9033082,9.98281,10.524724,0.25566924,-1.1636412,8.485764,5.5901775,-1.1281213
HIGHEST IN THE ROOM _by_ Travis Scott,0.3946982,-6.1917562,5.8364496,7.449314,19.177116,2.3528633,-3.0731382,8.10623,4.821016,-2.669184
HOLIDAY _by_ Lil Nas X,-2.3540044,-9.130902,5.253364,10.515639,15.090553,-0.6436936,1.0815244,12.313558,5.9452634,-1.2910463
I Don't Fuck With You _by_ Big Sean,-0.44726843,-9.289429,5.565825,8.04723,16.16904,1.0163685,-1.4528806,10.249032,2.2776282,0.16296442
I Know What You Want (feat. Flipmode Squad) _by_ Busta Rhymes,0.61276203,-8.254539,1.5072286,6.136551,13.194547,4.9612064,-4.769025,6.133989,3.6924202,-1.1133565
I Know _by_ Big Sean,2.020254,-3.1403477,3.7257304,6.42443,11.79727,-1.4246734,0.7713085,3.458806,0.63630015,-0.566194
In My Room _by_ Frank Ocean,-0.4940527,-2.88893,6.705043,4.0209026,18.525684,2.0063782,-4.1810875,7.1919217,9.152081,-5.8524666
INDUSTRY BABY (feat. Jack Harlow) _by_ Lil Nas X,-0.02043659,-4.6467676,4.2527194,4.9919796,12.883957,-1.3933336,3.2869515,7.376032,-0.92375666,-2.8326437
Ivy _by_ Frank Ocean,1.5976009,-0.6700591,1.8285526,-1.6118804,9.729922,2.6185243,-5.65884,-2.0182796,2.7384257,4.2274756
Jimmy Cooks (feat. 21 Savage) _by_ Drake,1.5088811,-9.726087,2.592462,9.420516,13.425182,1.5153664,-2.6871138,6.8161807,5.080151,4.275764
Knife Talk (with 21 Savage ft. Project Pat) _by_ Drake,0.03501325,-6.360275,5.0183163,8.34089,16.81021,0.883834,-1.5797515,7.317545,4.8043227,-2.5105379
Lost _by_ Frank Ocean,1.8547646,-4.362084,7.0338593,2.951879,11.061876,3.897118,-4.688158,5.7282863,2.5844166,-3.1384854
Love Is Only a Feeling _by_ Joey Bada$$,1.4921834,-3.6596916,0.50546414,1.9666368,8.275577,4.460092,-2.4702368,1.7992538,0.6816152,0.88336164
Love Yourz _by_ J. Cole,2.0369084,-3.6428716,-0.114377834,4.5532374,11.033141,3.9896672,-2.1723776,0.67586994,2.058316,0.9559124
m y . l i f e (with 21 Savage & Morray) _by_ J. Cole,-0.88405436,-8.346343,4.930958,8.906206,11.306126,2.1372085,-2.8386414,8.942952,3.8901968,-0.27403682
MIDDLE CHILD _by_ J. Cole,0.2668844,-5.596392,2.4796019,9.225869,19.518705,-0.67539257,0.7171002,12.320945,6.7738914,-4.457015
Misfit Toys (from the series Arcane League of Legends) _by_ Pusha T,-0.98020166,-6.2086987,5.546629,5.1308904,11.64064,-0.9631245,4.9562645,7.4005003,-2.0287464,-0.26594323
MONTERO (Call Me By Your Name) _by_ Lil Nas X,1.116034,-4.814434,3.7891064,6.3000994,11.131192,0.15100938,1.183055,5.857928,-2.2728033,-0.25351542
Neck & Wrist (feat. JAY-Z & Pharrell Williams) _by_ Pusha T,0.27829343,-5.2707486,4.2558327,6.689031,11.767463,1.7066925,-2.3125677,5.2693176,4.195895,-2.353273
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage] _by_ Metro Boomin,2.1621437,-3.269433,2.1979482,5.9943714,22.148884,1.2197092,0.9408389,5.4543085,3.081907,-1.5319296
Nights _by_ Frank Ocean,0.77645105,-6.429564,2.993424,3.873407,10.552791,4.77574,-3.7882721,3.054852,3.5381246,-0.18521945
No Role Modelz _by_ J. Cole,0.33934194,-6.048827,6.610111,5.638975,13.782124,0.22095984,-3.929833,6.7047534,5.6209846,-2.7774158
Nosetalgia _by_ Pusha T,0.42688042,-6.6629357,4.114161,2.323084,9.634827,2.1665645,0.1429628,2.9662628,1.0237134,1.8568119
Novacane _by_ Frank Ocean,1.2315835,-4.6129107,1.6638286,1.3627179,7.7988195,4.464377,-1.6219809,2.5800653,0.8065114,0.80642205
Nuthin' But A G Thang _by_ Dr. Dre,-0.55811447,-9.507816,7.0958548,11.336,16.438662,-1.933662,6.3937235,10.2281885,0.053118758,-0.25570315
Old Town Road - Remix _by_ Lil Nas X,-1.4192653,-9.182569,9.495879,13.259734,25.873272,-6.0291734,9.021181,14.915709,1.5201585,-3.4913719
Old Town Road _by_ Lil Nas X,-0.32953042,-7.7622857,8.693424,14.483252,23.53254,-5.5326223,9.270291,10.883983,0.17491727,-2.7890403
on the street (with J. Cole) _by_ j-hope,1.6328754,-3.0449083,3.6300595,0.4171974,7.2640204,0.14082247,-1.8513205,2.1233683,0.7415349,1.6593039
One Dance _by_ Drake,-1.65456,-8.513519,7.588657,8.853611,17.543367,-0.42485768,-0.27207345,11.4715605,6.5101476,-5.0762486
Open Arms (feat. Travis Scott) _by_ SZA,1.9008127,-4.093643,2.740769,4.9220815,10.614912,4.6542397,-2.2577329,4.365334,0.0742368,-2.306215
"Palisades, CA _by_ Larry June",0.14012223,-3.1013544,4.566651,1.1080413,12.697956,0.17604059,-1.9651608,5.081083,3.6113732,-2.3890243
Panini _by_ Lil Nas X,0.21221048,-5.255409,3.4601948,5.8890715,10.6870985,0.95663613,0.30087513,5.7036533,-0.146661,-0.8865585
Paper Trail$ _by_ Joey Bada$$,3.4053345,-4.8613725,3.402215,4.686377,12.983165,-0.5389437,2.397321,2.7645502,-1.0082014,-0.66103023
Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix _by_ Busta Rhymes,-0.07491846,-6.789414,3.3160589,4.8172684,13.267485,1.1087059,1.3635983,7.9134097,-0.567301,-0.054837637
Passionfruit _by_ Drake,1.3017194,-4.138067,4.280509,3.8987083,12.921739,0.25807875,-0.7065095,6.273152,3.3711965,-1.3389751
Pink + White _by_ Frank Ocean,3.7788265,-1.5287629,5.7270365,5.4833765,4.5053463,0.6481945,-0.06510277,4.2989063,1.1773622,-3.1167138
Power Trip (feat. Miguel) _by_ J. Cole,-0.066402026,-4.1370187,4.272677,4.171146,10.104653,0.17333096,0.8027268,6.1397166,0.94361585,-1.2901586
Pussy & Millions (feat. Travis Scott) _by_ Drake,-1.564147,-4.8827424,4.185347,4.7127137,12.923503,0.2233721,-0.72856313,6.441887,3.843836,0.15688784
Put Your Hands Where My Eyes Could See _by_ Busta Rhymes,0.5487272,-6.607082,1.939072,2.7509148,10.250553,2.2250094,-0.37248003,4.147777,2.0601575,1.230374
Rich Flex _by_ Drake,0.18207961,-6.9033775,7.801176,5.912329,19.965889,3.1398172,-2.9956245,7.92879,8.123443,-2.7642658
Righteous Minds _by_ Joey Bada$$,0.96414,-7.1961455,4.4360023,6.074919,13.555811,3.1699224,1.88819,5.0112524,-0.3515138,-0.68004626
SCOOP (feat. Doja Cat) _by_ Lil Nas X,0.37111908,-4.5136085,8.605657,5.9882355,26.129477,0.3510713,2.573824,11.359876,0.83766466,-7.161576
Scrape It Off (feat. Lil Uzi Vert & Don Toliver) _by_ Pusha T,-1.027491,-4.2502046,4.5327883,2.807784,13.978898,0.42524904,-1.5142517,5.2124743,3.1719358,0.9449151
Search & Rescue _by_ Drake,-1.98569,-4.7289796,9.835109,10.081785,22.741663,-2.0393913,-1.245197,14.564779,10.114802,-4.7150826
She Knows (feat. Amber Coffman & Cults) _by_ J. Cole,-0.14019531,-4.5498147,3.9252324,6.131574,12.379073,-0.9475261,1.8909509,6.461907,1.0924581,-1.1879653
Shimmy (feat. Joey Bada$$) _by_ Logic,0.56306356,-4.1988015,2.9764814,5.5064845,13.000484,0.30932122,-2.832707,7.7547727,3.6110451,-1.6396028
Show Me _by_ Joey Bada$$,0.89231247,-5.723086,2.3092804,2.5222514,8.926939,2.6361585,0.3027686,2.3197832,1.2921088,1.3880953
SICKO MODE _by_ Travis Scott,-0.80147356,-10.082744,12.649563,16.858664,23.821587,-5.864444,5.584781,14.1737795,5.349731,-1.9929787
Slide (feat. Frank Ocean & Migos) _by_ Calvin Harris,-0.24515504,-8.413859,7.7070704,8.590783,17.313286,-0.84567773,1.9352444,9.759234,-1.5775871,-0.36207598
Spin Bout U _by_ Drake,-0.09440703,-7.378387,4.8443995,8.069833,11.955563,0.40172356,0.9005329,7.923135,0.78979343,0.11179764
STAR WALKIN' (League of Legends Worlds Anthem) _by_ Lil Nas X,0.12629181,-5.756002,8.584282,5.1398296,13.152345,-1.8753084,5.255944,8.282128,-3.6813037,-2.548088
SUN GOES DOWN _by_ Lil Nas X,-1.3136694,-6.2451253,5.007323,6.485329,12.082655,-1.8609288,4.543334,7.1946917,0.15720885,0.77289206
Survival Tactics _by_ Joey Bada$$,0.35222203,-7.7601986,5.9620123,3.4002428,13.926803,2.1668096,-4.123383,5.74515,2.6853402,0.3149162
Sweat - Remix _by_ Snoop Dogg,0.60978127,-4.8801293,2.648704,1.5432297,3.6090155,-0.1605205,3.455665,1.9588066,0.5229004,3.3312814
TEMPTATION _by_ Joey Bada$$,3.170785,-6.0287194,5.1163588,6.011074,12.509314,2.614708,-1.2983805,2.4204292,-0.65493387,-0.8044161
"That's My N (with Meek Mill, YG & Snoop Dogg) _by_ Meek Mill",0.90666515,-8.472685,2.1067722,9.552888,15.37078,0.95383656,0.30239266,7.98914,-0.022173831,0.83698183
THATS WHAT I WANT _by_ Lil Nas X,-1.3933079,-6.354974,9.10721,4.696839,13.637407,-1.9109524,4.7596183,6.118484,0.9828945,-0.51984996
The Games We Play _by_ Pusha T,0.41421443,-6.4666553,4.259037,4.145489,11.779114,3.2415743,-1.0392934,4.5815325,-0.27703172,0.022287915
Thinkin Bout You _by_ Frank Ocean,2.131498,-0.63645303,2.1079397,4.212801,14.649166,7.0471005,0.28356245,4.680398,7.4636946,-3.543194
Touch It _by_ Busta Rhymes,-0.61068946,-7.534151,2.219013,10.046892,16.558708,0.67195255,-1.01292,8.103586,7.4282913,-2.6040924
Trance (with Travis Scott & Young Thug) _by_ Metro Boomin,0.038190894,-5.1758165,3.6630151,6.858279,15.364253,1.3817633,-1.563623,6.8143363,2.7925513,-1.877308
Trouble on My Mind _by_ Pusha T,-0.9771988,-6.86446,3.0279365,7.318268,14.570618,-0.60885614,1.6138661,8.837517,1.8230556,-0.030400446
WAIT FOR U (feat. Drake & Tems) _by_ Future,1.4400558,-5.5097613,2.8488903,5.142704,19.261183,1.2008708,-0.89090365,5.0977473,4.3405166,0.678202
Wet Dreamz _by_ J. Cole,-1.0162063,-4.190212,0.050496485,2.702131,10.735555,2.5652347,-1.0317082,4.2485385,1.885083,2.0155938
White Ferrari _by_ Frank Ocean,1.0607134,-0.6385795,3.022872,-3.6090405,7.795144,3.7634726,-3.9089003,0.8804039,0.7123112,0.07382316
Who Am I (What’s My Name) _by_ Snoop Dogg,0.19484383,-8.180908,4.2842374,4.4143867,9.400732,1.4562389,-0.81608397,4.028559,3.0607119,2.6184223
Wolves (feat. Post Malone) _by_ Big Sean,0.22868377,-6.955427,7.2863164,6.9438515,10.471679,-2.8483703,-2.4401793,9.387,6.637762,-2.5394962
Work Out _by_ J. Cole,-0.13406962,-6.3693767,7.648316,7.0383635,17.94511,-2.900186,1.7616439,11.424661,4.089481,-3.843157
"Young, Wild & Free (feat. Bruno Mars) _by_ Snoop Dogg",1.2912865,-7.2866793,4.568322,4.1427574,10.352806,2.3256953,-2.0650198,3.257369,2.7604125,0.7649346
"'Round Midnight (feat. John Coltrane, Red Garland, Paul Chambers & Philly Joe Jones) _by_ Miles Davis",3.3699126,-3.5144482,0.21463093,0.308115,2.661004,11.5634775,-7.5165453,0.28644827,2.148963,1.8757988
'Round Midnight _by_ Thelonious Monk,4.5421963,-0.5771613,-3.3455684,-1.0815713,1.6471109,12.749494,-5.9614925,0.43993673,-1.3718114,1.7979009
A Kiss To Build A Dream On - Single Version _by_ Louis Armstrong,5.8618703,-1.5415365,0.35261482,-1.7973932,-2.3536894,14.918327,-4.786293,-1.9265558,1.8653336,-0.12936847
"All Blues (feat. John Coltrane, Cannonball Adderley & Bill Evans) _by_ Miles Davis",4.0071807,-1.9243524,1.682682,-0.10380393,0.38121516,9.710723,-6.7494674,-1.4379264,0.42451912,1.1595806
All of Me _by_ Billie Holiday,8.339814,-2.2715037,-5.8680167,0.88892263,-0.9975006,21.735485,-5.688535,-0.16238813,1.2916856,1.6748964
All The Things You Are _by_ Ella Fitzgerald,3.998223,-1.8810986,-1.1080986,-1.7753983,-2.655937,10.923419,-3.0870924,1.356067,-1.04268,3.6342497
An Oscar For Treadwell - Incomplete 411-1 _by_ Dizzy Gillespie,4.4637814,-1.1241736,2.1367486,-0.15383294,0.7585291,12.218064,-8.367069,-2.0781815,0.5961367,0.13516988
April In Paris _by_ Billie Holiday,5.1577225,-1.1003191,-3.9175596,-0.67107,0.08258426,13.928767,-4.5824547,-0.20869733,-0.02420015,3.952645
As Time Goes By _by_ Billie Holiday,6.729879,4.384086,-10.045803,-0.6259808,3.1756322,21.925133,7.4323893,-5.0403605,4.039045,-0.6865217
Autumn In New York _by_ Ella Fitzgerald,9.755521,2.9383159,-0.18045281,-0.94869477,0.1643045,11.627959,-6.319959,-5.0305743,0.4927002,-1.2770337
Autumn Leaves _by_ Chet Baker,3.0512645,-3.5134213,1.2172705,-1.2719975,0.021622714,8.907493,-3.39647,0.84986454,-0.19966336,2.1418545
Better Git It in Your Soul _by_ Charles Mingus,0.7588128,-5.3321037,1.2956313,0.12809885,0.9071444,7.3283257,-1.626695,1.710576,1.0560477,2.137093
Blue in Green (feat. John Coltrane & Bill Evans) _by_ Miles Davis,4.456705,-2.5657077,-3.3648405,2.6560342,2.301692,14.592809,-1.7121544,0.63590604,0.29296154,0.88867456
Blue Monk - Rudy Van Gelder Remaster _by_ Thelonious Monk,3.4103785,-3.9350846,-0.055831168,0.1976997,2.3270373,11.260306,-4.7060533,-0.37402734,0.2682569,0.769623
Blue Moon _by_ Billie Holiday,5.4784923,0.5459405,-1.391824,-0.35949343,-0.12157613,12.149217,-5.306668,-1.1508645,-0.20720972,1.8904546
Blue Train - Remastered 2003Rudy Van Gelder Edition _by_ John Coltrane,4.6183624,-1.2255388,1.43982,0.5128913,-2.0534878,9.69886,-5.9385004,-3.3401089,1.5925276,1.9622742
Boogie Stop Shuffle _by_ Charles Mingus,3.5596175,-1.7016808,1.0764424,-0.8374529,0.00748789,9.292793,-5.3810415,-0.7423195,0.70883584,1.4349163
Broad Way Blues _by_ Ornette Coleman,7.481133,-0.040496018,0.98498774,-1.3235047,-0.2945972,13.304395,-7.1738744,-3.1466799,1.0848429,-0.62576693
But Not For Me - Vocal Version _by_ Chet Baker,9.371408,-1.3618871,-2.7163668,0.27589828,1.2711052,17.915619,-12.696658,-4.289301,1.8493567,-1.7322122
Cheek To Cheek _by_ Ella Fitzgerald,6.39987,-1.3993655,-0.23835716,0.8027095,1.5378156,9.788912,-6.088142,-1.7168308,0.07973116,0.8382526
Congeniality _by_ Ornette Coleman,2.7950578,-2.9493043,0.82302886,-1.9815618,1.2674985,8.741621,-2.6745524,0.7633416,-0.07333339,1.742204
Dedicated To You _by_ John Coltrane,6.434628,-0.3877519,-3.446004,1.5953606,1.2603564,15.805459,-7.2906857,-1.1836368,1.1155297,-0.272366
Dinah (Take 2) _by_ Thelonious Monk,12.142139,5.6437955,-8.842768,-4.918925,9.066044,32.339672,3.305047,-7.291699,13.883927,-8.424513
Don't Get Around Much Anymore _by_ Duke Ellington,6.1141033,-2.2378561,1.8336821,-1.0992273,1.6929473,13.654115,-8.249397,-1.8472453,0.42228,-0.92611355
Dream A Little Dream Of Me _by_ Ella Fitzgerald,3.3904464,-3.426561,-0.5037991,-0.99658066,2.442049,12.729431,-3.4060898,0.9035224,0.38654464,0.8496993
Dream A Little Dream Of Me _by_ Louis Armstrong,7.974679,0.16756663,3.259033,-3.8005946,-1.4064417,9.98368,-6.5895615,-4.834823,0.205054,0.9818347
Easy Living (with Teddy Wilson & His Orchestra) _by_ Billie Holiday,5.013387,-1.6796715,-0.8076265,-0.6706437,1.3450952,12.672731,-4.1031704,-1.3963054,0.053527646,-1.1604236
Eventually _by_ Ornette Coleman,2.3781767,-2.5316837,0.7179513,-0.4892896,1.7067093,9.304497,-3.051179,-0.63181585,0.41328102,1.4706186
Everything Happens To Me _by_ Chet Baker,5.003295,-1.7007803,-4.174836,0.07553893,2.172806,14.4495,-8.510039,-0.59708315,1.5488176,1.3622816
"Flamenco Sketches (feat. John Coltrane, Cannonball Adderley & Bill Evans) _by_ Miles Davis",5.886913,-1.7345881,2.5590422,-2.746348,3.4946344,14.998591,-7.878414,-2.447239,1.3396438,-0.47385365
"Freddie Freeloader (feat. John Coltrane, Cannonball Adderley, Wynton Kelly & Paul Chambers) _by_ Miles Davis",4.89128,-2.21548,2.0098283,-1.5118272,1.2115304,13.261097,-8.2100525,-0.48762926,1.1962843,-2.306719
Generique - Bande originale du film Ascenseur pour l'echafaud _by_ Miles Davis,8.128433,3.424774,-8.486061,-1.9851246,-2.8056557,20.735796,1.6910244,2.4435089,-1.1884199,-2.347283
Giant Steps - Mono _by_ John Coltrane,2.557291,-2.6860888,1.7631415,0.6086554,1.8247812,8.055108,-5.2907324,-0.9945001,1.1962265,0.40030116
Goodbye Pork Pie Hat _by_ Charles Mingus,5.735672,-0.4147922,-1.2185996,-0.8284169,-0.13417417,16.384466,-3.2091272,-2.1292903,-1.6728975,5.058001
Haupe _by_ Duke Ellington,4.5736585,-2.0794928,-4.082826,0.2611204,1.5974838,14.385131,-3.6501813,1.2899857,-1.2872522,1.3164657
"Hello, Dolly! _by_ Louis Armstrong",7.3166323,-0.046481516,-1.0271382,-3.2709384,3.7894027,11.990096,-9.785281,-0.9052076,0.2786731,0.30339426
I Fall In Love Too Easily _by_ Chet Baker,7.3974276,-3.8973954,-4.798882,2.588135,1.3880477,17.38443,-9.4526415,-1.5410198,2.0542476,-1.0606035
I Get Along Without You Very Well (Except Sometimes) - Vocal Version _by_ Chet Baker,4.777051,0.07431433,-1.8488951,-0.40673077,0.0091678165,9.1073675,-1.0342726,-1.2383589,-0.46042502,1.8492569
I'll Be Seeing You _by_ Billie Holiday,5.493911,0.88289297,-6.3383927,-0.4538195,-1.554741,15.194143,-0.74016994,-0.053640876,-2.2490163,2.2602742
I'm Confessin' (That I Love You) _by_ Thelonious Monk,10.199152,6.965777,-9.736625,-1.7323765,7.7329473,24.152927,2.4710112,-1.66417,9.915872,-9.790279
II B.S. - Edit _by_ Charles Mingus,3.1735482,-2.9439867,2.5559845,-2.3686655,-4.0991616,8.811084,-1.7219826,-0.98872733,-0.31646857,3.339379
In a Mellow Tone _by_ Duke Ellington,4.6857796,-1.267681,-2.0848992,-0.2610602,2.7247083,12.233588,-6.0838084,-0.9195676,0.46770778,0.7194343
In A Sentimental Mood _by_ Duke Ellington,8.5743,2.6615098,-7.856587,-3.0048895,1.3277235,21.356552,0.54316247,-3.7781012,-1.7755427,0.54389817
In A Sentimental Mood _by_ Ella Fitzgerald,7.641504,1.6928576,-7.2570987,-2.1100628,0.5939149,19.141495,0.42736828,-2.5482073,-3.596996,1.8866929
Invisible _by_ Ornette Coleman,3.4500623,-4.1069922,0.6993151,0.0027278075,1.3078233,8.234318,-3.1689243,0.41201773,1.0044198,-0.10404723
It Don't Mean a Thing (If It Ain't Got That Swing) _by_ Louis Armstrong,3.2877295,-2.5638764,0.52626467,-1.413666,-0.68411547,10.50904,-6.8580284,0.8410663,1.5295141,1.7963084
It Never Entered My Mind _by_ Miles Davis,4.2965274,-1.6359464,-3.652301,0.7867838,0.92899525,12.418005,-4.055987,0.62238735,-1.3244069,2.1806042
It's A Lovely Day Today _by_ Ella Fitzgerald,2.9414382,-1.9193689,-0.6458603,-0.051093005,1.1236812,8.327893,-4.2090926,0.73664856,0.46502346,0.100180216
It's Always You - Vocal Version _by_ Chet Baker,6.165242,0.35612664,-4.07962,-0.8712649,1.6643746,14.990596,-7.961202,-2.802463,1.1706393,1.4746293
It's Only A Paper Moon _by_ Ella Fitzgerald,4.8173842,1.560829,-1.5168817,-1.8198959,0.5652573,8.010225,-4.450689,0.024627697,-1.5507545,-0.041254066
La vie en rose - Single Version _by_ Louis Armstrong,7.9666104,1.1316026,-6.5282903,6.005695,2.2629938,13.324348,-1.026504,0.4849458,1.4184384,-0.43230945
Leap Frog - Take 11  Take 6  Master Take _by_ Dizzy Gillespie,4.414415,-1.2963063,0.50465876,-1.7455833,0.5042294,10.836792,-7.0348816,0.16832133,0.6694104,-0.1746311
Lonely Woman _by_ Ornette Coleman,4.052441,-1.9790846,0.5371934,-2.977145,0.29130828,9.789962,-2.7159123,-1.3542155,-0.14492787,2.2701643
Look For The Silver Lining _by_ Chet Baker,4.5395594,-0.6499691,-1.8199584,0.025213022,2.2935922,10.03792,-5.0807033,-0.9037212,0.897304,0.7725578
Mack the Knife _by_ Louis Armstrong,6.134564,-2.3620665,0.5519867,-0.7922756,0.53913045,7.8735857,-4.310951,-0.3002516,-0.24983032,1.8647553
Moanin' _by_ Charles Mingus,3.2606015,-3.189563,1.6559807,-1.2430974,1.3764546,9.77288,-6.855154,0.43206695,1.895596,0.2882095
Monk's Dream - Take 8 _by_ Thelonious Monk,5.012765,-2.3642294,-0.80355453,0.6034301,2.3880944,11.566458,-7.2223773,-0.7239483,2.3601453,-2.2267683
Mood Indigo _by_ Charles Mingus,7.3668203,4.393111,-5.936782,0.47885212,0.1805619,13.212125,-0.26650947,-0.7313894,-1.885771,-0.52345484
My Favorite Things _by_ John Coltrane,2.4536664,-3.9725068,0.84244883,1.8239461,1.1920528,11.760664,-6.7722073,1.3894218,1.8959711,0.8590637
My Funny Valentine _by_ Chet Baker,5.2440653,1.2243173,-5.7670403,0.0973324,0.23444349,14.074382,0.2515337,-1.6691214,-2.6688263,4.6232786
My Funny Valentine _by_ Miles Davis,5.002858,1.4901965,-2.3128448,-0.751839,-0.8621245,10.980106,-1.7011279,-1.2274957,-1.4706419,2.772327
My Little Brown Book _by_ Duke Ellington,6.633744,-1.7158796,-0.19568092,-1.9385725,2.503781,15.918506,-9.963053,-2.349923,1.8424942,-0.7130005
My One And Only Love _by_ John Coltrane,5.243225,1.025835,-9.076172,2.5939174,1.3074913,21.322716,-1.1104491,1.6710609,3.487157,-3.4700434
Myself When I Am Real _by_ Charles Mingus,5.1154575,2.7802713,-4.993543,2.5226061,-0.9112579,15.379734,0.5559954,-0.65666217,-1.460157,-0.7442463
Naima - Mono _by_ John Coltrane,5.9643984,3.3846176,-9.7270775,0.3308086,0.87665606,18.208824,-0.4013806,1.8819747,0.7992036,1.9992193
Night And Day _by_ Ella Fitzgerald,2.5233905,-2.906377,0.2631558,0.4521712,1.0470035,9.254963,-3.5224671,0.09608941,1.0191236,1.8630319
On The Sunny Side Of The Street _by_ Billie Holiday,7.6108165,-4.376601,-3.8500783,1.3044275,1.1601985,19.85076,-5.284969,0.049259406,1.7369204,-1.97079
Open Letter To Duke _by_ Charles Mingus,2.388215,-2.8752458,0.6280858,-0.6901063,0.9878374,9.643534,-5.253172,1.230445,0.08601981,1.3427688
Peace _by_ Ornette Coleman,5.9059515,-3.3043706,-2.385903,0.4817389,1.6445298,19.418852,-7.451598,-1.0672269,3.13348,0.64650327
Ramblin' _by_ Ornette Coleman,1.7151228,-5.169083,0.69577384,1.400751,2.1526268,9.262354,-1.784055,2.2370212,1.8621256,0.9972301
Relaxing With Lee - Take 2  Incomplete _by_ Dizzy Gillespie,6.4381285,-0.4154277,0.14624876,-2.259254,0.7284473,13.202899,-7.9294305,-1.7682806,-0.22133483,-1.2484316
"Ruby, My Dear _by_ Thelonious Monk",4.4099717,-0.3514466,-4.0834255,0.48364395,1.734334,10.797526,-2.4873483,0.20542373,-1.9749062,0.6529187
Self-Portrait In Three Colours _by_ Charles Mingus,5.0331483,1.5164877,-0.12910223,-1.6174492,0.64164597,12.3708935,-7.040483,-0.15800425,-1.9015298,-0.37761164
"So What (feat. John Coltrane, Cannonball Adderley & Bill Evans) _by_ Miles Davis",5.4215655,-0.9346646,2.4679418,-3.420298,0.72704506,12.24412,-6.557139,-1.1018277,-0.120692976,-0.83143455
Solitude _by_ Billie Holiday,5.6520467,0.31853494,-3.8948314,-0.15763494,0.2652955,13.936642,-5.6333647,0.22203043,-0.7296486,1.5625638
Stella By Starlight (feat. John Coltrane & Bill Evans) _by_ Miles Davis,5.209487,-0.47013786,1.0132384,-1.008071,-1.1934134,12.067812,-6.4126587,-3.783857,0.54710203,1.0861965
"Straight, No Chaser _by_ Thelonious Monk",4.991077,-3.2281544,0.29590625,-0.70978194,-0.019181851,11.440258,-6.830863,-1.7061223,1.2348658,1.6230155
Strange Fruit _by_ Billie Holiday,6.6160526,2.2534406,-5.6592093,0.107441455,-1.8338866,14.422387,1.2153951,-0.9446798,-4.3395324,4.1195455
Summertime _by_ Ella Fitzgerald,6.3130555,2.0093162,-3.0987902,-0.5915008,-1.283079,10.224206,-3.2095072,-0.6315192,-2.7554786,1.5204715
Take the A Train _by_ Duke Ellington,6.3781457,0.25896332,-0.76977587,-0.2942721,-1.5410795,13.46714,-6.3362417,-1.1929833,-1.4883544,-0.93409663
That Old Feeling _by_ Chet Baker,2.6443267,-2.3952532,-1.1939116,-0.6567723,3.465283,10.207925,-5.0666823,0.7716908,0.32738298,0.7360442
The Single Petal Of A Rose - The Queen's Suite _by_ Duke Ellington,5.764992,4.7642283,-5.728356,-1.1497613,-0.40216625,11.183704,1.6555133,-1.6057786,-5.25999,2.715176
They Can't Take That Away From Me _by_ Ella Fitzgerald,4.5203757,-0.26404062,-0.8959178,0.80205625,2.7551062,7.968137,-3.4879642,-1.3663075,0.27980185,0.5750244
They Say It's Wonderful _by_ John Coltrane,4.7186813,-1.7741158,-2.0154693,-3.3728821,2.4783697,17.0454,-10.299321,1.7537273,3.1103518,5.1577597
Time After Time - Vocal Version _by_ Chet Baker,1.7100943,-0.9755589,-4.095602,-1.5586123,0.3437841,11.731634,-1.3233294,3.7256207,-0.63355315,2.2240443
Tomorrow Is The Question! - Instrumental _by_ Ornette Coleman,4.2044477,-3.8846676,-0.3950412,-0.94514704,0.42971227,7.593267,-3.411799,-0.8124616,3.4089348,2.5596938
Track A- Solo Dancer _by_ Charles Mingus,2.7502522,-4.1125674,2.0777411,0.56171435,-0.56516004,7.285139,-0.16174062,-1.4229417,0.6173526,1.8286663
What A Wonderful World _by_ Louis Armstrong,7.241189,0.52571905,2.8685958,0.19718105,1.2614362,8.109991,-4.3142123,-4.803202,0.36066872,1.020462
What Reason Could I Give _by_ Ornette Coleman,3.7514553,-1.2863418,0.19046915,-1.9486657,-4.4925036,10.265429,-4.527707,-0.26411512,2.1601079,4.520431
